metriculation,Degree,Year,Class1,C1G1,C1G2,C1G3,C1EQ1,C1EQ2,C1EQ3,Class2,C2G1,C2G2,C2G3,C2EQ1,C2EQ2,C2EQ3
1574242,ES,3,COMPSCI1111,60,47,25,25,67,11,COMPSCI5555,22,3,75,1,55,38
3852924,IN,1,COMPSCI3333,50,63,13,16,57,41,COMPSCI8888,95,57,5,74,47,42
2481575,CS,2,COMPSCI2222,50,84,60,8,12,68,COMPSCI5555,88,38,2,99,47,20
6703845,IN,3,COMPSCI3333,79,16,94,21,66,53,COMPSCI7777,3,18,88,60,11,9
6436977,CH,4,COMPSCI2222,34,51,75,61,84,5,COMPSCI8888,45,1,30,23,14,98
6131142,CH,3,COMPSCI4444,55,85,15,34,57,22,COMPSCI8888,1,61,25,65,49,79
1289447,IN,2,COMPSCI1111,54,50,24,39,96,24,COMPSCI8888,39,24,41,6,94,89
5018234,CH,4,COMPSCI4444,31,80,99,16,84,89,COMPSCI8888,81,11,75,34,73,99
9750448,IN,1,COMPSCI4444,84,23,19,95,16,85,COMPSCI8888,97,52,68,97,43,11
1395699,IN,3,COMPSCI4444,98,84,45,66,51,48,COMPSCI8888,55,91,50,66,61,95
8640046,ES,4,COMPSCI4444,56,10,87,37,54,87,COMPSCI6666,35,42,3,69,2,77
7616444,SE,3,COMPSCI4444,24,56,24,58,91,12,COMPSCI8888,76,38,33,54,58,65
1043968,ES,1,COMPSCI4444,52,99,10,92,33,17,COMPSCI8888,46,34,18,8,94,26
2569146,ES,2,COMPSCI4444,91,47,47,41,11,20,COMPSCI5555,9,21,36,40,42,74
4886716,IN,1,COMPSCI2222,7,69,80,82,87,37,COMPSCI7777,40,48,60,46,43,56
7993679,CH,1,COMPSCI4444,10,24,34,51,40,15,COMPSCI5555,28,9,90,32,2,17
8315100,IN,2,COMPSCI4444,81,95,81,61,80,51,COMPSCI8888,49,49,5,94,81,73
6071881,ES,2,COMPSCI4444,82,31,43,36,6,50,COMPSCI8888,64,56,33,85,99,70
7884887,IN,2,COMPSCI4444,5,44,86,16,53,17,COMPSCI8888,19,3,88,24,74,99
2651972,IN,2,COMPSCI4444,62,4,74,43,4,88,COMPSCI7777,39,32,82,64,35,12
1821399,ES,4,COMPSCI4444,99,66,20,98,49,21,COMPSCI7777,22,17,50,88,12,56
7676841,IN,1,COMPSCI4444,89,49,64,85,41,93,COMPSCI8888,8,3,40,83,97,49
4962783,CH,2,COMPSCI2222,7,30,20,31,73,50,COMPSCI7777,72,24,61,84,57,19
6703991,IN,3,COMPSCI4444,70,46,95,9,86,16,COMPSCI8888,84,91,50,30,28,57
5911925,IN,4,COMPSCI4444,18,87,53,14,53,92,COMPSCI8888,25,41,22,2,97,78
6943860,ES,1,COMPSCI2222,66,31,69,60,48,92,COMPSCI8888,44,54,8,21,25,67
6802057,IN,3,COMPSCI1111,83,21,53,79,16,40,COMPSCI5555,25,17,93,81,10,76
7103218,IN,2,COMPSCI2222,52,20,26,48,66,12,COMPSCI7777,44,12,59,58,78,99
6709305,ES,1,COMPSCI1111,90,83,13,99,37,25,COMPSCI8888,66,29,72,87,27,79
6641478,IN,4,COMPSCI1111,39,82,21,67,89,76,COMPSCI5555,74,49,81,60,99,73
5014425,SE,2,COMPSCI4444,5,5,67,55,11,85,COMPSCI8888,63,41,66,68,70,33
3699075,IN,1,COMPSCI4444,92,86,54,22,52,26,COMPSCI6666,92,97,53,5,66,8
3078962,ES,1,COMPSCI4444,18,60,76,82,19,82,COMPSCI5555,79,69,36,96,1,15
2591542,SE,2,COMPSCI4444,55,37,96,40,50,97,COMPSCI5555,9,45,30,41,67,84
3539489,ES,1,COMPSCI2222,54,29,56,73,76,100,COMPSCI7777,57,83,32,91,50,95
4408056,ES,2,COMPSCI4444,41,17,49,25,83,39,COMPSCI7777,70,64,41,15,36,9
4996583,IN,4,COMPSCI2222,32,10,3,54,63,44,COMPSCI8888,89,75,28,79,42,73
6659133,ES,3,COMPSCI3333,17,52,98,31,42,59,COMPSCI6666,35,23,95,80,99,1
7901721,IN,4,COMPSCI2222,18,2,62,50,88,76,COMPSCI8888,7,58,21,87,2,5
5607686,ES,2,COMPSCI2222,51,75,96,32,5,3,COMPSCI8888,78,71,49,33,87,9
5720256,ES,3,COMPSCI2222,92,65,44,64,77,64,COMPSCI8888,2,85,95,70,59,86
3499988,IN,4,COMPSCI3333,88,16,35,82,38,94,COMPSCI8888,5,89,66,92,1,77
4540661,ES,2,COMPSCI1111,34,7,23,90,57,72,COMPSCI8888,34,41,12,93,73,9
9476530,IN,3,COMPSCI4444,32,70,10,51,27,20,COMPSCI8888,5,49,46,62,46,43
5107105,CH,2,COMPSCI4444,86,75,76,59,51,10,COMPSCI5555,81,64,87,75,68,89
2093921,ES,4,COMPSCI4444,61,69,60,88,62,100,COMPSCI5555,72,35,45,8,3,43
3456180,ES,3,COMPSCI4444,39,48,37,83,93,28,COMPSCI8888,76,56,16,31,94,55
8195529,IN,4,COMPSCI1111,70,95,26,80,14,38,COMPSCI8888,41,17,99,58,3,23
6301560,ES,4,COMPSCI4444,83,36,93,46,42,85,COMPSCI5555,43,51,7,45,34,91
6233502,ES,4,COMPSCI4444,83,17,72,68,57,82,COMPSCI8888,31,94,46,38,69,19
4448769,ES,4,COMPSCI4444,56,14,79,2,40,73,COMPSCI7777,87,16,83,23,58,28
7288597,CS,3,COMPSCI4444,8,52,76,35,68,51,COMPSCI7777,98,9,35,92,79,64
4716439,SE,4,COMPSCI4444,37,67,40,89,76,4,COMPSCI8888,61,24,55,17,80,88
8123447,ES,1,COMPSCI4444,51,23,62,61,33,56,COMPSCI8888,54,62,3,58,77,89
4483789,ES,2,COMPSCI3333,98,24,9,21,83,69,COMPSCI8888,76,71,91,43,66,57
6008633,CH,3,COMPSCI1111,39,85,68,81,13,64,COMPSCI6666,65,82,42,81,5,69
7309770,ES,3,COMPSCI4444,72,82,9,10,40,56,COMPSCI6666,41,21,78,16,93,37
2545766,ES,3,COMPSCI4444,42,89,52,80,94,91,COMPSCI8888,2,53,63,28,40,57
5085540,CH,3,COMPSCI4444,55,52,73,80,73,78,COMPSCI8888,86,42,27,63,88,23
8731117,IN,2,COMPSCI4444,46,34,89,24,51,72,COMPSCI8888,93,11,23,78,79,44
8897518,IN,4,COMPSCI4444,45,83,59,35,42,98,COMPSCI8888,60,31,3,14,46,29
9527241,IN,3,COMPSCI3333,94,5,72,65,89,17,COMPSCI8888,76,1,99,71,40,52
9057659,IN,4,COMPSCI4444,16,23,26,11,93,83,COMPSCI8888,62,66,81,29,30,85
4021061,ES,3,COMPSCI4444,96,83,91,13,53,20,COMPSCI7777,19,88,80,22,83,59
4003773,CS,2,COMPSCI2222,68,37,58,51,81,95,COMPSCI5555,99,18,51,31,29,8
3871023,ES,1,COMPSCI4444,83,7,11,93,80,41,COMPSCI7777,21,32,71,26,90,22
5494793,ES,3,COMPSCI3333,29,64,28,27,88,83,COMPSCI8888,61,15,27,90,63,4
3878041,CH,3,COMPSCI1111,88,25,30,53,72,72,COMPSCI8888,48,75,80,41,8,79
9836168,IN,2,COMPSCI4444,82,87,88,3,58,76,COMPSCI8888,48,15,35,26,56,22
4351366,ES,2,COMPSCI4444,95,72,37,54,41,66,COMPSCI7777,83,2,19,31,71,66
6834649,CS,2,COMPSCI4444,34,64,66,76,43,9,COMPSCI7777,45,17,96,78,65,5
4774775,ES,4,COMPSCI4444,61,83,36,13,50,69,COMPSCI8888,18,46,83,33,64,20
1836630,IN,4,COMPSCI2222,95,6,64,1,33,77,COMPSCI7777,90,32,43,22,29,71
4611613,CH,4,COMPSCI4444,6,11,54,26,12,28,COMPSCI6666,13,84,92,6,4,41
8044092,ES,1,COMPSCI2222,80,42,34,85,12,22,COMPSCI8888,50,22,16,15,10,50
9694337,IN,2,COMPSCI4444,40,65,74,28,82,100,COMPSCI8888,83,7,97,45,44,76
7355712,ES,1,COMPSCI4444,87,17,71,29,13,3,COMPSCI8888,87,98,42,4,42,11
8762783,ES,4,COMPSCI4444,55,48,85,82,42,91,COMPSCI7777,64,70,55,43,23,94
2640766,IN,3,COMPSCI4444,91,4,16,14,9,47,COMPSCI8888,81,25,67,30,39,92
2711073,CH,4,COMPSCI3333,89,26,7,94,84,9,COMPSCI8888,71,85,10,70,52,2
6946977,CH,4,COMPSCI1111,29,98,95,77,82,49,COMPSCI7777,45,11,47,73,22,79
6529674,IN,1,COMPSCI2222,52,36,19,1,1,8,COMPSCI5555,54,23,63,60,22,6
7839091,IN,2,COMPSCI4444,59,18,75,76,90,51,COMPSCI8888,70,11,50,16,10,56
1254285,IN,4,COMPSCI4444,54,66,29,69,14,6,COMPSCI5555,4,47,67,100,63,62
8373292,IN,2,COMPSCI4444,66,13,36,4,70,98,COMPSCI8888,60,22,95,64,59,13
6298231,ES,3,COMPSCI4444,48,16,5,3,18,46,COMPSCI8888,44,68,91,89,36,74
4830931,ES,2,COMPSCI3333,96,59,92,74,36,91,COMPSCI7777,73,58,54,43,76,97
1814611,CH,4,COMPSCI2222,53,58,29,16,73,7,COMPSCI8888,78,85,28,35,60,64
8986066,ES,4,COMPSCI4444,30,91,74,73,97,15,COMPSCI8888,68,83,53,97,90,57
1425359,ES,4,COMPSCI3333,82,74,74,97,92,60,COMPSCI8888,5,2,85,5,10,33
9502086,SE,3,COMPSCI3333,86,43,85,78,93,22,COMPSCI5555,13,50,57,55,94,64
3967812,ES,3,COMPSCI1111,78,71,30,80,43,59,COMPSCI8888,1,77,68,66,52,63
5033357,SE,1,COMPSCI1111,99,20,41,60,28,14,COMPSCI8888,10,80,53,57,55,30
2102923,ES,1,COMPSCI2222,9,38,33,37,40,33,COMPSCI7777,5,73,94,73,92,37
1505300,ES,1,COMPSCI4444,73,58,2,93,47,70,COMPSCI8888,88,36,61,15,46,50
2665916,CH,3,COMPSCI3333,7,14,15,94,26,40,COMPSCI8888,78,25,68,30,33,64
8314363,ES,2,COMPSCI4444,56,40,13,67,15,16,COMPSCI7777,27,63,40,84,85,31
1161677,CH,3,COMPSCI4444,10,35,35,79,48,54,COMPSCI7777,46,53,100,56,31,29
6221143,ES,1,COMPSCI1111,43,92,81,58,35,89,COMPSCI5555,47,76,41,8,38,47
9343952,ES,3,COMPSCI4444,98,7,96,50,41,40,COMPSCI7777,39,43,39,24,99,9
8565141,CS,2,COMPSCI4444,14,37,43,95,58,83,COMPSCI8888,39,93,23,96,58,66
9503980,IN,4,COMPSCI3333,4,68,87,82,88,69,COMPSCI8888,34,11,1,84,75,79
2795485,ES,3,COMPSCI1111,22,38,39,28,55,98,COMPSCI7777,24,42,25,90,60,71
2051674,IN,3,COMPSCI1111,56,49,64,42,56,34,COMPSCI8888,59,93,62,83,97,20
7489465,IN,4,COMPSCI4444,11,90,35,16,51,20,COMPSCI8888,54,50,100,99,95,22
8704682,CH,1,COMPSCI3333,23,15,71,13,34,4,COMPSCI7777,17,40,46,47,66,44
2419854,IN,1,COMPSCI4444,5,64,47,80,19,69,COMPSCI7777,59,24,4,43,30,32
5772820,IN,3,COMPSCI4444,86,97,39,47,30,77,COMPSCI8888,5,96,50,85,20,69
9230366,ES,2,COMPSCI4444,53,91,67,33,47,97,COMPSCI6666,37,49,4,83,12,64
2243116,IN,3,COMPSCI4444,26,12,58,31,29,46,COMPSCI8888,75,60,44,11,86,1
8583452,ES,4,COMPSCI4444,85,89,36,84,81,94,COMPSCI8888,57,15,47,67,85,42
3536397,IN,2,COMPSCI3333,23,3,17,29,14,24,COMPSCI8888,70,17,85,1,27,61
9212657,IN,4,COMPSCI1111,85,23,62,67,38,98,COMPSCI7777,70,29,59,23,45,17
5880502,IN,3,COMPSCI4444,34,21,41,78,6,2,COMPSCI6666,66,70,100,38,99,61
6425248,IN,4,COMPSCI1111,58,7,19,44,100,74,COMPSCI8888,97,19,54,93,91,47
9266482,IN,3,COMPSCI4444,29,5,37,28,57,10,COMPSCI8888,57,9,1,19,28,88
3405400,ES,1,COMPSCI3333,74,84,74,16,54,28,COMPSCI8888,19,59,66,32,54,47
2297946,ES,4,COMPSCI4444,46,60,13,57,52,84,COMPSCI6666,93,24,25,28,1,98
4368708,IN,2,COMPSCI3333,61,60,37,37,6,19,COMPSCI8888,37,66,89,42,49,78
9811399,ES,2,COMPSCI4444,63,9,61,25,26,31,COMPSCI7777,61,66,90,94,66,93
1097337,ES,2,COMPSCI3333,53,97,36,36,1,58,COMPSCI8888,100,43,19,79,49,78
4217257,ES,2,COMPSCI1111,83,91,28,60,51,20,COMPSCI6666,97,25,44,50,85,11
2323671,ES,4,COMPSCI1111,96,76,78,98,33,71,COMPSCI8888,22,43,100,23,99,17
2644284,IN,1,COMPSCI4444,98,95,40,49,31,71,COMPSCI5555,97,64,30,58,15,18
9862966,IN,4,COMPSCI2222,1,90,58,66,20,77,COMPSCI8888,13,16,88,80,36,53
4003096,IN,3,COMPSCI4444,22,54,55,89,5,24,COMPSCI8888,31,26,93,61,94,52
7289662,CH,3,COMPSCI4444,99,45,15,4,9,13,COMPSCI7777,99,73,82,84,3,26
3357923,CH,1,COMPSCI4444,89,91,12,60,47,96,COMPSCI8888,14,58,40,38,4,82
9091383,ES,4,COMPSCI2222,67,50,82,22,19,4,COMPSCI8888,87,60,56,60,72,33
5257578,ES,1,COMPSCI3333,96,21,80,68,47,51,COMPSCI7777,29,40,28,83,65,80
5475698,ES,3,COMPSCI4444,6,55,6,21,25,56,COMPSCI8888,36,16,10,48,70,47
3499666,ES,2,COMPSCI1111,41,45,73,39,18,89,COMPSCI7777,86,5,54,96,83,58
2003494,ES,2,COMPSCI4444,70,57,62,48,30,89,COMPSCI5555,18,55,37,50,60,42
7571061,CS,1,COMPSCI2222,93,76,42,73,85,53,COMPSCI8888,22,68,87,15,86,66
1995634,CH,1,COMPSCI4444,54,36,12,22,35,75,COMPSCI7777,32,51,85,95,95,41
4686132,IN,3,COMPSCI4444,50,6,5,86,4,30,COMPSCI6666,94,7,34,33,47,51
2014655,ES,2,COMPSCI1111,60,58,89,99,76,19,COMPSCI6666,48,74,92,24,89,68
5506605,ES,3,COMPSCI2222,66,96,55,58,21,12,COMPSCI5555,3,80,18,34,32,18
4376603,IN,2,COMPSCI4444,69,31,3,27,38,85,COMPSCI5555,10,89,98,64,24,66
9282971,CH,4,COMPSCI4444,20,28,72,51,16,56,COMPSCI7777,51,30,69,22,85,18
1473745,CS,1,COMPSCI4444,9,20,72,100,51,44,COMPSCI7777,16,92,96,40,71,46
7206259,ES,3,COMPSCI4444,37,2,81,5,21,66,COMPSCI8888,67,27,84,73,53,2
8205589,IN,3,COMPSCI3333,47,65,22,83,22,79,COMPSCI8888,94,99,30,29,61,89
1212366,ES,2,COMPSCI2222,75,35,41,17,100,46,COMPSCI8888,3,17,65,63,92,26
6605900,ES,1,COMPSCI4444,20,70,63,83,8,39,COMPSCI8888,43,44,55,83,2,14
1235143,ES,4,COMPSCI3333,8,66,68,77,64,8,COMPSCI8888,66,40,50,49,80,63
3460020,IN,1,COMPSCI4444,59,1,63,22,83,68,COMPSCI8888,39,76,41,59,96,88
6071195,ES,2,COMPSCI4444,62,79,34,89,78,94,COMPSCI8888,53,49,32,33,1,3
2778828,ES,4,COMPSCI4444,36,41,19,77,7,62,COMPSCI8888,90,10,88,11,16,75
9963906,ES,2,COMPSCI4444,17,51,46,29,88,16,COMPSCI7777,9,8,45,78,38,65
4536276,IN,2,COMPSCI3333,38,75,7,15,46,25,COMPSCI5555,80,1,31,57,15,25
7467758,ES,4,COMPSCI4444,53,21,31,26,93,83,COMPSCI5555,13,74,35,43,18,67
7846667,IN,4,COMPSCI2222,16,14,52,89,49,74,COMPSCI8888,65,59,7,95,99,13
2566398,ES,4,COMPSCI3333,11,55,94,51,35,78,COMPSCI7777,79,81,86,80,56,74
6105671,ES,2,COMPSCI3333,96,82,20,83,70,38,COMPSCI7777,73,46,33,99,39,45
8750691,ES,4,COMPSCI4444,25,10,67,54,48,69,COMPSCI6666,46,64,11,82,27,77
4005673,ES,1,COMPSCI1111,37,2,33,46,13,65,COMPSCI6666,31,14,33,99,100,51
3213503,CH,2,COMPSCI3333,77,66,62,18,51,55,COMPSCI8888,55,2,65,95,79,84
9642882,CH,3,COMPSCI3333,37,70,54,41,40,40,COMPSCI7777,98,39,23,21,75,27
9242708,IN,1,COMPSCI4444,9,16,45,95,95,66,COMPSCI8888,74,75,9,38,64,44
1722190,ES,4,COMPSCI3333,41,36,93,11,64,27,COMPSCI8888,44,99,60,59,74,21
7402103,IN,3,COMPSCI3333,86,80,49,19,37,100,COMPSCI6666,29,36,21,10,7,98
5701115,ES,1,COMPSCI1111,19,51,25,69,26,43,COMPSCI5555,71,100,34,53,93,77
4462998,CH,1,COMPSCI4444,68,51,53,3,74,1,COMPSCI6666,20,16,14,65,51,53
5400946,IN,2,COMPSCI2222,72,28,89,89,18,34,COMPSCI7777,91,64,85,77,50,35
6320770,ES,2,COMPSCI4444,25,67,46,90,31,28,COMPSCI8888,64,38,85,5,89,33
6061908,CS,3,COMPSCI4444,81,49,15,93,86,89,COMPSCI7777,65,24,78,18,30,8
3946039,CH,3,COMPSCI1111,45,89,37,83,14,72,COMPSCI8888,22,89,28,76,20,30
8616077,ES,2,COMPSCI4444,100,22,64,4,64,64,COMPSCI6666,37,59,93,75,4,72
3681540,CS,1,COMPSCI3333,7,80,68,100,73,34,COMPSCI5555,27,41,14,39,77,7
1285962,CH,4,COMPSCI1111,41,71,11,10,100,34,COMPSCI8888,93,25,93,61,56,85
3436322,IN,3,COMPSCI4444,81,96,6,54,31,72,COMPSCI7777,96,1,85,9,5,40
2409021,ES,3,COMPSCI3333,73,15,2,47,50,7,COMPSCI6666,54,100,53,29,79,13
2732940,IN,1,COMPSCI4444,61,42,87,51,37,81,COMPSCI8888,99,100,27,58,100,41
7152773,ES,2,COMPSCI3333,31,38,40,75,8,88,COMPSCI6666,72,71,39,64,75,50
9951780,ES,3,COMPSCI4444,3,49,60,38,38,20,COMPSCI7777,46,92,79,52,46,27
9220777,CH,1,COMPSCI1111,61,11,16,66,27,64,COMPSCI7777,79,24,35,56,65,33
1884231,IN,3,COMPSCI4444,42,90,89,46,69,1,COMPSCI7777,83,41,12,9,75,20
5478774,IN,4,COMPSCI3333,47,92,46,34,100,10,COMPSCI7777,38,50,7,84,78,2
7869139,ES,2,COMPSCI4444,45,45,61,70,100,31,COMPSCI7777,74,40,90,65,12,95
9451843,ES,4,COMPSCI2222,25,98,33,85,1,46,COMPSCI8888,83,29,100,61,26,23
3044182,ES,4,COMPSCI4444,57,97,33,7,64,72,COMPSCI8888,36,70,57,65,39,14
8856341,ES,1,COMPSCI2222,13,51,64,37,8,76,COMPSCI7777,95,39,12,71,75,36
9044741,ES,1,COMPSCI2222,38,88,33,30,9,1,COMPSCI8888,71,32,49,73,8,89
9223604,ES,2,COMPSCI4444,11,83,90,36,12,63,COMPSCI8888,80,51,97,83,14,96
2396551,CS,4,COMPSCI4444,77,55,58,76,49,3,COMPSCI6666,4,5,99,38,40,70
